dat	0.000859806
day	0.000753952
dan	0.000478115
dar	0.000318091
dal	0.000170515
das	0.000165635
dam	0.000120246
dav	9.16627e-05
dap	8.61608e-05
dac	8.50555e-05
dab	7.83179e-05
dad	7.72595e-05
dai	7.68095e-05
dag	
dau	4.77093e-05
daf	3.22845e-05
dah	2.42748e-05
dak	2.32179e-05
daw	2.32011e-05
daa	1.41795e-05
dae	1.0831e-05
dao	6.11422e-06
daq	5.11269e-06
daz	3.55841e-06
daj	2.71692e-06
dax	1.40033e-06


.00361493197
